alpha_io a_wl_io bio_hum_cn b_wl_io dcatch_dlai_io dqcrit_io dz0v_dh_io f0_io fd_io g_area_io g_root_io g_wood_io gs_nvg_io hw_sw_io kaps_roth knl_io lai_max_io lai_min_io lma_io n_inorg_turnover nmass_io nr_io retran_l_io retran_r_io r_grow_io rootd_ft_io sigl_io sorp tleaf_of_io tlow_io tupp_io l_vg_soil
1.0993140623 1.7856422637 1.8559032021 1.4020364004 1.6920936333 1.6854188700 1.2404153784 0.8644285573 1.3633388433 1.7806664845 0.2854324637 1.7359399570 0.5509231240 1.5554286377 0.5052590959 1.5404597585 0.9060574859 1.6857509521 0.8204457523 3.6167365154 1.9058612419 0.9160499386 1.9427610678 0.1852498317 1.5476529553 2.4778878483 0.9799605911 0.7390065395 0.9201595390 0.9174332487 1.0734611301 0.9680880953
1.4958935193 1.4115809740 1.1838696563 1.4433826067 1.8792251761 1.4489439585 0.2592645629 0.9635780173 1.6037925371 1.2675686234 1.8498005524 1.8490113490 1.3749907131 0.7527410099 0.5231868947 1.1172405536 1.3248593874 2.3988881227 0.6870125729 2.3158831625 1.7628698863 1.7650151430 1.2029642092 0.3672640407 0.5538939869 0.2436439406 1.1991629166 0.3173708998 0.9514261393 0.9842349534 1.0447614659 0.0783249247
1.9261922991 0.5580523587 0.7115058606 0.8643928509 0.6369073220 1.6674760101 1.3797359413 0.7475737339 1.5161848352 1.0439836631 2.5791739354 1.8497466653 1.2033082850 1.8911224939 0.6727905573 2.0200468358 0.6264564970 2.3512872040 0.5607246426 7.9854887179 1.9625095579 1.9963421666 1.1980489253 2.6657334536 1.3031417477 1.0818456309 0.5072932513 0.4121035220 0.9173457359 1.0858831623 1.0896488913 0.3129065551
1.6804718763 0.7007801983 1.3362638631 1.6602501715 0.9073434440 0.7682146952 0.6394282607 1.0160801260 0.7540947931 0.6911458415 0.3151343499 0.4678829945 1.5088577949 1.6119470792 1.0318245129 1.2737571389 0.7630921731 2.6911672435 0.7355015129 5.8494665884 1.7194629166 0.7000888626 0.4444035142 3.5786156096 1.6460795508 1.2705285951 0.8096303751 0.6612307288 1.0778602503 0.9926913923 0.9676009524 0.7815936534
0.9056408835 1.4284363174 1.5414408187 1.0015209103 1.5553087361 0.9917234964 0.1091903391 0.8767903464 1.8800798445 0.7080356362 0.5732542905 2.2611604014 1.6898671603 1.2950786296 1.0969831367 2.3983490739 1.1939750363 0.4657944137 1.5994974357 0.8778664593 1.1794007769 1.4107672328 1.6237894816 0.4294092099 1.1519883900 0.5173796894 1.6093410665 1.7562569541 1.0469554659 0.9123949722 0.8460884278 0.3737170056
0.7940067995 0.8916778803 1.2965589263 1.6154032540 0.6341604674 1.0811060521 1.1653613053 1.0702761293 0.9323715253 0.7992782465 0.3326135804 1.2440219087 1.2774814882 0.7540121740 0.5997774157 1.5401889933 0.7367508189 2.6571377198 1.5262254706 2.8212738437 1.3957979151 1.0739201910 1.6132392863 1.3265162233 0.7485526050 1.3948120242 1.4635920492 0.4548959151 1.0770387442 0.9702703809 0.9496155760 0.7627891204
1.8436305536 1.7896629397 1.1147095479 1.6088354767 0.9300955640 1.0322404449 0.4315669932 1.0416270808 1.1492846950 1.7098331728 1.8726859568 1.6636910270 0.5797178730 1.4346645940 1.8940984874 0.5863743320 0.5348767633 1.5122183890 1.7620172671 0.5793460983 1.7814688459 0.6380110247 1.5396038528 2.6361956898 1.3427505408 1.7222751527 0.6864153895 0.3853906164 1.0898298016 1.0597914498 0.7987434339 0.3449087488
1.3899474656 0.5337685341 1.8919192974 1.1432242375 1.8838267920 1.6811333316 0.1716847884 0.7780453471 0.8641324627 1.0762769682 1.1304070094 0.3496700726 1.5892100338 0.7132507376 1.0282323603 2.2416789941 0.5307935489 1.2770926732 0.8412557363 1.1329033842 1.4900826580 0.6231499945 0.7886849165 1.8379094929 1.2446951556 0.6119413862 1.5489163860 1.4916090188 0.9247675265 1.0368072513 1.0883363399 0.5426442311
1.7315277507 1.5062613296 0.7701892255 1.3157029707 0.7525274745 1.4718650030 0.1931963220 0.7843423300 0.8799570310 1.9345142511 3.1121550819 1.4753905399 0.8439192573 0.4518267075 1.3014963005 0.6066603177 0.8810432117 2.2935337044 0.7210302158 9.8880957668 1.9280305481 1.7627844693 1.8441741989 3.9717555177 0.5304006519 1.5355286603 1.6991415000 0.5556277082 0.9012845082 0.9535791585 1.1023463048 0.7300284707
1.7402002695 1.3365698225 0.5220838389 1.9348412694 1.7152109399 1.4038845042 1.9836411460 0.8160641934 1.1734063679 1.2081560694 2.0942171578 2.2187344014 1.4222978955 1.1015732046 1.5107728970 2.3090579492 0.8060202750 2.7379668194 0.5966132713 3.1155584715 1.8470746735 1.1489191017 1.5117978544 2.7646794364 1.5144160570 2.5105385894 1.8253539655 0.0446844292 0.9384693077 0.9814058770 0.7212340890 0.0666967372
0.6252257560 1.8764790274 0.7215820530 0.9061618397 0.7180222290 1.6833458625 1.8553123123 0.7569208539 1.1965846897 1.7792744030 1.7950731803 2.2872331101 0.6420214750 0.0354430526 1.8822165016 0.8194512220 0.8035290682 0.6432819724 0.5204591108 2.4699741664 0.9859423813 1.0491190086 1.9316723876 4.0734914262 0.6135184927 1.7622433035 1.9326630380 1.1355853825 0.9058321592 0.9758039482 0.7855538867 0.6676227457
1.4318168915 0.7880311717 0.8731704422 1.5962028610 0.6573542032 1.1104514733 0.5420234532 0.8583920974 1.7844604967 0.7538104224 1.5599377709 0.2798061898 0.5545511591 1.1120255804 1.0536390260 2.1793354626 0.5049675036 1.2253770585 1.7779563138 6.2206647999 1.4629970130 1.1491235720 1.6360356911 4.7253816703 0.6385418910 2.6575195405 0.6853806641 1.8453917208 1.0233369071 1.0932896999 0.9176457111 0.7443220555
1.8236669512 0.5238089612 1.3530955384 1.0380729778 1.5571482737 1.5456235357 1.1096822385 0.9980839241 1.4730983388 0.9948189772 2.4814995045 0.8641605068 1.5515228789 1.7371233837 1.0149453349 1.1733418387 0.7521417297 1.5303794898 1.0091734481 1.6770995255 0.9833638346 1.9108362870 1.9674874985 3.1838520589 1.2856114121 2.4306528907 0.9676407508 1.2752762684 0.9255234771 1.0973452618 1.0079589582 0.9099497451
0.8458571208 0.8360265415 1.2752281615 1.8320539910 1.1440877678 1.8195203632 2.6021183266 0.8464850741 1.1186556091 0.9025353587 2.9986324394 1.1898463625 1.9299849276 0.2676102114 1.1325397057 2.0820343171 1.0600530426 0.4829881130 1.3069810378 1.7646533595 1.1750267597 0.6358774216 1.7929727909 0.3618876757 0.9510554179 1.9502999464 0.7969221957 1.1051204454 0.9944213972 0.9283529089 0.9867637989 0.1004166033
1.5878658227 1.5998321930 1.6251325809 0.8902256430 1.1658280741 1.9851421498 0.8896967235 0.8685741513 1.1371610038 0.6037142839 2.7276185698 0.1484673495 1.0412636328 1.5542789614 0.7242010816 0.6697479389 0.5101342932 0.4329002235 1.5295341219 4.4068460464 1.8069099642 1.5416598180 1.2774314555 1.7286119702 1.9113622474 2.5547497074 0.8319305499 0.1814638782 0.9849367151 0.9286770642 0.8010608779 0.6228409081
1.8100668254 1.9272705314 1.0056753342 0.9165928714 0.6680917314 1.8995794343 2.1748678992 0.9953506733 1.1292691053 0.8833619267 2.9513288724 1.4489804339 1.6100462126 1.7124995389 1.8996834449 1.0730208811 0.5710072855 2.4725693249 1.7620398776 1.4925308718 1.5010970844 0.5898025368 0.4085538503 1.9064768673 0.6287296538 1.8128460820 1.3453275186 0.5842464374 0.9301222248 0.9629714269 0.9210095077 0.9521752479
1.7771555923 1.3636553349 0.7109812009 1.3337946625 1.6080817431 1.5908529892 0.5071945567 0.8985682741 1.0594512542 1.7258077259 3.0475605497 1.9043520552 1.2036218223 1.8417138983 1.6888555142 1.5908210138 1.1604022690 1.9770992213 1.4636426279 1.6166597722 1.7196902544 0.7567849876 1.3418300528 0.5088320268 1.6280514692 2.2765037596 1.4237604005 1.9497023654 0.9347582531 0.9126818336 0.7508951842 0.8968753498
1.4631159070 1.0211045641 1.3451717380 1.1000532333 0.5678397963 1.1271513314 0.5341909698 0.9067709505 1.1036799159 0.9227083847 0.1448991390 0.7398278103 1.1590471452 1.1240125173 1.0079840120 1.2196448082 1.3719624897 0.9423231511 0.9174253592 2.3079776932 0.9024005062 1.4292065748 1.4046357653 1.6499685900 1.9004879068 1.5684383312 1.3536448798 0.9973855413 0.9367451350 0.9014673669 0.8559590941 0.2035447650
0.7976298638 0.5792204067 0.9924655697 0.9134853299 1.4968834647 1.6719528732 2.0178843720 1.0534827561 0.6002358940 0.5046394347 2.0553940519 1.2696195634 1.4117621394 1.2976010437 0.9168677628 1.9617618462 0.6399896266 2.3330870137 0.7181410870 7.9132518364 1.0557267092 1.6459331705 1.9494803055 2.7509996687 1.4830255684 2.6036995964 1.5402918403 0.8834274809 0.9974984146 0.9628064993 0.7127326303 0.8173680392
1.1444504512 1.0658306198 0.5474223647 0.8576401436 0.5509435767 0.6740509030 0.8397772707 0.7843139827 0.6255698635 1.0940899943 1.8967618242 1.7640319910 0.8167836578 1.8544178396 0.5923976375 0.6282296162 1.2994808203 0.9484793968 0.9643432622 5.2792321774 1.0586985665 0.9417015623 0.6822962199 1.2534630974 1.8851154991 2.5848498945 0.6110985163 0.3984744953 0.9176165747 0.9984033731 1.0405022963 0.1538328009
1.7558076414 0.8241941190 0.8458736000 1.0223962310 0.9107524336 0.5841511385 0.9681344194 0.7580997140 0.7504236910 1.2192673888 1.3391574224 2.3915349501 0.6983422631 1.3340551551 1.3966754792 0.8368047635 1.0108796655 2.7355517015 1.4448737432 8.6876974108 1.8766435569 1.1615822566 1.8081241301 3.6575706237 1.6842832000 0.7354955450 1.3306936779 0.1942756586 0.9907036495 1.0859348418 0.8687417055 0.6890427368
1.3361930224 1.8768696811 0.6434734845 1.4073204531 1.9294047047 1.1303695125 2.9548216334 0.8483117181 1.0807021779 1.5910497459 1.8178411239 1.7370413459 1.9324142347 0.0028413432 1.3613629679 0.5556890585 0.6878847533 1.1951157523 1.0180020695 2.4384088798 0.9640124911 1.4500307401 1.5748937644 2.4472688037 0.8430186906 2.2657711217 1.1206538729 0.5995100251 1.0292161340 0.9391032280 0.8063540610 0.8716946081
1.9880463136 1.8313232850 0.6012976844 1.3485523422 1.2453755108 0.8942850388 3.0024385682 0.9938822809 1.4209788194 0.5678350015 1.3293847341 1.3630261820 1.3071354413 1.4292503824 1.0532866997 2.4203406158 1.3980973586 2.5736971960 1.8629253208 0.1226927157 1.2697945912 0.8919128445 0.6931419671 2.9546787023 1.2878188087 0.3835983558 1.4287875223 0.7512613885 0.9464263901 1.0118876308 1.0640139969 0.8265694659
1.1470576146 0.9722759502 1.8864192593 0.8747220788 1.4489933391 0.8677779845 0.9126893179 1.0198694451 0.9693364563 1.6250880390 2.2002159540 0.7860463727 1.6473214203 0.4617487928 1.1680029028 2.2700365006 0.9634952709 2.6760599449 0.7885569334 9.9442375959 1.0664331586 0.8429748093 1.3736068282 4.0030210093 0.8260285676 1.8946425845 1.7704734246 1.4372836278 0.9266217350 1.0890819485 0.7200907836 0.1505282370
0.8337855266 1.5815168318 1.3827462906 1.1219423889 1.6532644509 1.5406433487 2.4156644553 0.9612347607 0.6114306493 1.0690707471 0.3492607021 0.0920777034 1.4821809614 1.2685238514 0.6307194380 0.8532807281 0.7866566634 2.3871685769 1.3099787865 7.1307016276 1.7909052973 1.0553609955 1.8430369651 4.2812072987 0.9230268362 0.0375011790 1.6841657810 1.4935740676 1.0980479006 1.0888251386 0.8510737893 0.9054497518
1.7270346570 1.5197725447 1.5616543498 1.4966749920 0.8910589348 1.4181395704 0.9312378045 1.0382215958 1.8437293402 1.8840086940 1.6103508975 1.7725058575 1.3683007439 1.1776804398 0.6223961564 0.7668308365 0.6924487453 1.9059578606 1.2319437535 0.5998279420 1.9541842780 0.9176239847 0.5977451311 2.3687127575 1.3694746661 1.9523240872 1.3117711712 1.4005526978 1.0214579153 1.0815205360 0.7627623027 0.2556456421
1.9049573981 1.7839910581 1.0512076468 1.6934568763 0.9145298933 1.1762544447 3.1630391215 0.9059034254 1.7735029032 0.8075915144 2.4165213892 1.3648081121 1.1640924788 0.3806201722 0.7944571413 1.8253553254 1.2104993307 1.6099366576 1.6763769953 4.2226860457 1.7090550425 1.7339365488 0.3869162341 1.3338880354 0.9789967628 0.3026876841 1.0155018377 1.5692123152 0.9548646986 1.0103899840 1.0728289217 0.3159293805
1.6131125677 1.7964719421 0.6622145426 1.3815779433 1.9352881809 1.8502813879 3.1878805679 0.7867124370 1.8941358693 1.6518989113 3.2620224015 1.3344130878 1.7113560330 0.3014442432 0.9142165770 1.7088620031 0.6323951446 1.6830377711 1.1294087849 0.3014672990 1.9239388650 0.9071730001 1.4998250344 0.3174900195 1.9570103498 1.9354896913 1.9973599224 1.8236128254 0.9547263342 1.0018523576 1.0320571542 0.6839416728
1.9046776507 0.9357844240 1.2808265720 0.8833127338 1.5946960821 0.7263802331 1.4787096438 0.7817166559 1.5924398804 0.7088081439 0.8666003752 1.2495819817 1.6256596533 1.7711012177 1.2487231564 0.8358100484 1.2259484685 1.9998286013 0.9199940811 4.6450708915 1.5217017819 0.5306431199 1.4854348592 0.6381622743 1.9460179892 1.0347355954 1.2139966216 1.6998011079 1.0616226990 1.0523126714 0.9777111384 0.2869971732
1.0874021024 1.9440317331 1.9100050668 1.2133799325 1.0167148936 1.5628652919 2.2308529550 0.8798126802 0.6770196074 0.8917118389 1.1807794621 1.9150527666 1.0017613901 0.6215336863 0.7549782034 1.6165653645 0.6499646614 2.0086060184 1.5496151155 6.5725267964 1.0984533164 1.4464402625 1.4679014538 4.6284291160 1.2792141173 2.0823620844 0.9841502779 1.0315994766 1.0366899971 0.9319602112 0.8575683864 0.8756432140
1.6727721113 0.8089687180 1.0663052410 1.8827173973 1.0368317476 1.9643730702 1.8973244443 0.7793858953 0.5145779544 0.5593827106 2.0408146828 1.0756630713 1.3694593457 1.8799878312 1.0016424436 2.0017308293 0.6413987864 2.0531602205 0.9175715715 0.0576893722 1.1548405932 0.6389955642 1.5104302435 3.1243977626 1.9240290486 0.2928384259 1.2318152762 0.2457699252 1.0906087769 1.0964979073 0.7749695043 0.8275380151
1.3450937584 1.6685156275 1.5991316462 1.6337976151 0.7942705476 1.0335617210 2.9777167071 0.8395964618 0.5015926758 0.9870308763 1.5514829274 0.6048400208 1.3277918898 0.6893942496 1.0999458622 2.2172208295 0.5577901192 2.8824969737 1.7999504699 6.0985079202 0.6650007559 1.7635978916 0.8855332959 4.0963911605 1.6304473371 2.3718537786 1.4779196236 1.0401358601 0.9257727362 0.9361531363 1.0902431090 0.4738261204
1.8177265731 1.5570186781 1.9368901862 0.9782806478 0.9652313615 1.6517735413 1.5943715170 0.9394677903 0.9038962773 0.5550330358 2.6078970699 1.4764902825 0.5385930360 1.4287484102 0.8309561160 1.9479223513 0.9740641620 2.1522216368 0.5248108494 3.3368353512 1.5441815887 1.6268574923 1.9541059129 1.0913235635 1.7625028249 0.1700990995 0.8874104296 1.1389807019 0.9067252535 1.0790430242 1.0996627891 0.7528248650
1.3491515582 1.4554435372 1.3799725318 1.2946246785 0.5194384835 1.9872128561 1.7661699216 0.8343626162 1.0363620593 1.1952247797 1.5911327885 0.5847984510 1.5805471294 1.4444177481 0.7454730879 1.1469321352 0.8370944832 1.0463981472 0.5191358839 4.7114299515 1.5097797737 1.2222663887 1.3454169811 4.2491447279 1.5072146695 0.1812202298 0.7278191309 1.0317042876 1.0179349289 1.0844252944 1.0110705731 0.6335248689
1.9519230431 1.2741464246 1.8974436796 1.6455465864 0.6513177789 1.7425370884 0.8169990914 1.0148642747 1.3265514212 1.7219839632 1.1099833817 0.4907603243 1.6887747524 1.1770202257 0.7238563478 0.6453436314 1.1247231045 0.9587139755 1.0853379881 6.0077236746 1.7670897792 1.6391379191 0.1101090430 1.9818533001 1.5578104665 2.5673497469 1.9104633005 0.5733150778 0.9068749862 0.9726586690 0.7285207594 0.0340428744
1.0814828502 0.5102780709 0.9592115769 1.7889516281 0.9197894955 1.9793369545 1.7090336138 0.8415310704 0.5102817097 0.6391470683 2.8869552057 1.8116351379 1.4146022617 0.5021116459 0.5516767220 2.1533770873 0.9923146204 2.9693357670 1.3893576143 9.7315902446 0.5361972380 0.9282235129 1.7958249919 3.1299123889 1.1123645273 1.4492594849 0.7139434878 1.8407908460 0.9953381148 1.0381531828 0.8137612557 0.2779389578
1.9276389210 1.8348006684 1.1845526881 1.3470415326 0.5264464387 0.6581759218 0.2452115038 0.7563089459 0.5129416704 0.8382309374 0.9837360773 1.4294756654 1.1094291282 0.6107402300 0.8119721558 0.6363969442 1.1323946320 0.7958400871 1.4597783412 9.5588176237 1.6849758245 1.3759362875 0.3341861684 2.5870446612 1.9419713143 1.4560017785 1.0383590612 1.6794548617 1.0867815205 0.9368512545 0.7518925012 0.4434881655
