alpha_io a_wl_io bio_hum_cn b_wl_io dcatch_dlai_io dqcrit_io dz0v_dh_io f0_io fd_io g_area_io g_root_io g_wood_io gs_nvg_io hw_sw_io kaps_roth knl_io lai_max_io lai_min_io lma_io n_inorg_turnover nmass_io nr_io retran_l_io retran_r_io r_grow_io rootd_ft_io sigl_io sorp tleaf_of_io tlow_io tupp_io l_vg_soil
0.786898901 1.115740415 1.552315416 1.313384355 0.919307164 0.601165406 1.927653178 0.880020620 1.241868241 1.659469604 1.163244315 1.325157871 1.156223097 1.565872135 1.679445490 1.001715695 0.911111208 0.951055073 1.487807786 1.844383209 1.341858273 1.413280641 0.545449991 2.369166449 1.801175423 0.457305525 1.141385905 0.813616588 0.940952498 1.066632245 0.913057801 0.693093552
1.903680837 1.277413443 1.867230966 1.494408359 0.880039845 1.772523189 0.928994731 0.913705512 1.215875925 1.054563126 1.169729205 0.229624348 0.774308517 1.079428291 1.278254586 1.898561670 0.950001830 0.687834041 0.914525024 6.482037587 0.765617984 1.369359056 0.614814907 2.215446110 1.023699731 0.954890279 0.504302771 0.231459421 1.032984429 1.085181258 0.897511665 0.873315596
1.683974621 1.226522705 1.204761535 1.793455797 0.814037543 1.080270742 0.006228834 0.952497196 1.309528818 0.827493503 2.133811934 1.903398492 1.180781084 0.428554008 1.241635721 1.073704458 1.033244930 1.821810915 1.204413075 8.540127099 1.325098987 1.910294656 0.679533745 2.933347922 1.557087948 0.346463848 1.311269697 0.975406334 0.992971854 1.077847677 0.849354564 0.680060840
1.475078606 1.368006812 0.734340691 1.690733989 1.571063871 1.693909059 2.276246627 1.043515099 1.518950319 1.411559648 2.672380472 0.650604822 0.612478718 0.535934434 0.983921977 1.255012182 0.593643723 2.175415616 0.936495477 5.516454424 1.539608308 1.514630345 1.516522454 2.272765757 1.253227716 1.762820816 1.319175497 1.880241484 1.031786094 0.945007913 0.928030583 0.094685841
0.729956114 1.025610555 0.964103651 1.395737765 1.206766131 1.436639971 1.007742613 0.950346620 1.624871825 1.212673673 2.808211576 1.025687975 1.465676787 1.322839523 0.729810217 1.366434958 0.735636438 1.347063902 1.688017507 3.994353535 1.487076982 1.379858646 0.416662091 0.408180703 1.326209413 2.263929960 0.972259708 1.340338769 1.008476346 1.056014579 0.835392737 0.356542538
1.394470318 1.024788310 0.587416880 1.533070088 0.509430080 1.146611744 2.529725517 0.929860405 1.565300420 1.416023919 0.307174729 0.424020222 1.667887228 1.222254619 0.801931111 1.624736911 0.810462243 2.549897598 1.278646717 2.938330975 1.616982418 1.677729551 1.109314154 1.904715214 1.896705633 1.665303749 1.345791061 1.242687063 1.018013314 0.982760848 0.992638107 0.395106922
1.125607577 1.246673075 1.225816820 1.006710340 0.909612994 1.607060812 1.018245155 0.885174293 0.889699612 0.771018645 1.576016829 1.248336782 1.264038002 1.771030898 1.700689854 1.164740314 0.665755524 1.918511697 0.997713319 5.312376616 1.454056170 1.466896103 1.215654517 4.043890270 0.777285085 1.738331194 0.852393764 1.165242170 0.979089778 1.079528455 0.942582903 0.430568797
1.416317010 1.013177710 1.668271351 0.692703351 1.434067879 1.364994736 1.714985318 0.828843594 1.749252633 1.172775035 0.293036275 1.710166400 1.766353668 1.467899249 1.505200671 2.229369803 1.320130852 2.498096941 1.378183029 4.529295654 0.533573105 1.121404863 0.556660147 1.174209416 1.117233460 2.016883692 0.936729894 0.727813429 0.938246226 0.995109188 0.784747981 0.339261009
0.658976465 1.372643616 1.018223210 1.195466595 1.486625599 0.709240115 1.074078974 0.845776201 1.158102436 1.722376858 2.731724337 0.895452176 1.710744095 0.389465616 1.218223160 1.982077962 1.348848832 2.969465654 1.555347624 4.038845225 1.474776280 1.970721858 0.720328592 1.772252911 1.766333188 0.546381454 1.376507479 1.182084820 0.921234727 1.036667127 0.776965027 0.697458086
1.194060169 1.541408030 1.162217196 1.426489369 1.422827632 1.517827500 2.308807457 1.041352058 1.397620733 1.308786990 1.658984612 2.256026020 1.499495733 0.847167545 1.657397183 1.159262655 0.625924691 2.872082073 1.696085555 1.230300949 1.324873545 1.692699150 1.528460092 0.901310864 1.885808149 0.664884593 0.826720340 0.688801078 0.994078581 1.096868403 0.837579774 0.458414962
0.818593686 1.378662823 0.622780757 1.516635880 1.544327787 1.208601915 3.157686435 0.891438692 0.905902360 1.586363809 2.179694219 1.431317542 1.517247347 1.735843984 0.888770723 2.208648314 0.827732528 1.269447705 0.923873630 2.067510856 1.803242579 0.746276231 1.396589734 3.639602348 1.275264963 1.395798382 1.035244518 1.367821796 0.945867875 1.030845192 0.760743032 0.529273272
0.916999290 0.964160051 1.524160390 1.052161009 1.759342390 1.645165381 2.348438162 1.001857312 0.831957439 0.627680113 1.087124098 1.407923154 1.412135827 0.320066151 1.227394814 1.083438494 1.133392784 0.860173382 1.724144776 4.777947251 0.701934529 0.792502244 0.629761698 2.767389790 0.827355523 0.775607857 1.605373711 1.454802343 0.963508286 0.986331756 0.761397612 0.538002387
0.688206374 1.471560107 1.744114357 1.742963348 0.575297394 1.560773459 1.517967252 0.897575257 1.248440312 1.892670133 1.375053773 0.952177266 0.817170384 0.829807414 0.940246292 0.942172357 0.694811055 2.151849360 1.574174550 7.957726198 1.412374373 1.647614210 0.299085458 4.379443161 1.385541408 0.799644812 1.078783217 1.403468925 0.974471661 0.930127123 0.893769044 0.316522019
0.947184940 1.897108897 1.780510614 1.607662056 1.337592857 0.753381381 2.207879546 0.904708151 1.224707593 1.335790720 0.502169465 0.468320772 1.917815744 0.806507955 1.298733918 1.665199203 0.698075947 1.890982876 1.605984076 7.356536703 0.803354691 1.058090843 1.562083234 3.719028249 1.576512631 1.141110994 1.595548513 0.201679968 0.927645552 1.011043135 1.073631354 0.643902028
1.316762717 1.403724952 1.562074903 0.673752305 0.596769757 0.688455976 1.030947824 0.989192242 1.537548718 1.423814368 1.782674894 0.982535872 0.891369077 1.557601054 0.947141354 2.447910878 1.090136795 0.634641203 1.523712704 5.755183547 1.192570697 1.255386438 0.579451402 1.027570163 0.837107485 0.978508560 1.339654872 1.852260387 0.998169734 1.026380188 0.938022423 0.778636312
1.065912457 1.631842751 1.611475700 0.922947861 0.634978938 0.904564249 2.107215155 1.050838541 1.050741074 1.086364116 0.588861206 1.729754191 1.293176371 0.974802845 1.768269507 2.082551705 1.265177266 2.269452903 1.500036311 7.084063882 1.523977569 1.350320919 0.507594823 2.665524407 1.805158550 0.586904505 1.705904925 0.786208583 1.064899612 0.972493189 0.769325612 0.597113440
1.467832909 0.873382731 1.079824629 1.916344683 1.995452613 1.072821679 2.754292965 0.908767867 1.907208582 1.886487442 0.711952264 2.148607548 0.902297519 1.412108145 1.259688875 1.430347000 1.108276812 1.946583033 1.350694655 6.371219151 1.475845206 1.307074417 0.817147320 3.292216291 0.915394309 1.894556976 0.809217378 0.960767291 0.950051593 0.954429188 1.052674151 0.854013986
1.216792647 1.173323181 0.768020876 1.119178926 1.588834402 0.942870747 1.816611029 0.887104689 0.663737348 1.283724948 0.805252964 0.356875389 1.197678026 0.418810622 1.849655047 1.296612675 1.384563400 1.742914958 1.822145816 5.957186150 1.396292296 0.954967165 1.305112841 2.850270855 1.953726240 2.616105646 1.582692025 1.797485944 1.010036432 0.966916832 1.118463657 0.783200224
1.508382551 0.679407873 1.054001338 0.865312774 1.105544810 1.031885743 0.655695946 0.757853053 0.825593044 0.689509746 2.151950804 1.081772298 0.843681141 0.913739367 0.783798243 0.833343170 0.896089213 2.137680274 0.981704060 6.815882754 1.061393747 0.691881092 0.325225270 4.435838368 1.374876512 1.708933947 0.840290653 0.497762335 1.004988258 0.994963519 1.082556969 0.794667496
1.498309150 0.684030821 1.756750711 1.551111306 1.414115210 1.379543243 1.362067375 0.812564972 1.721466809 1.865016083 3.078001422 1.506587901 0.977258135 0.659562031 1.314573065 2.254796428 1.025393001 1.532274278 1.250362428 3.915003206 0.775742397 1.780557424 1.111193953 0.856729983 1.615842450 1.172774004 1.389468860 1.585505054 1.005615579 0.961046654 1.104962609 0.561182809
1.613687794 1.516574372 1.713391967 1.357501718 1.312846370 1.510860534 1.874840233 1.082563273 0.617240287 1.470641972 1.931166833 1.753077340 1.481993417 1.934795342 1.676454665 1.121046550 0.955991441 1.113695020 0.840017802 7.502244945 0.977568976 1.923949964 1.894506704 3.916767613 1.512698605 1.425995813 1.552441921 0.932296765 1.073041245 0.940118790 0.923921683 0.575134967
1.301945760 1.334777628 1.101750134 1.733953214 1.238308462 1.741576392 1.945576961 1.030992790 1.642996305 1.142560726 2.340457591 0.683634235 1.416996549 1.177041279 0.854299691 2.038100764 1.353527864 2.074618836 1.883052097 3.818678021 0.897780549 1.287426281 1.553993744 1.812278519 1.087953570 1.548920785 1.247247348 1.035002495 1.076928450 1.027000401 0.910861124 0.976024574
0.971780796 0.974949904 1.619838688 1.106910021 1.094909873 1.995049280 1.300985308 0.805526176 1.072367197 1.823937383 1.972973659 0.765563532 1.817388084 0.522139923 1.140229295 1.268832539 1.038598189 0.984788833 1.660683552 0.404435831 1.225366121 1.950467017 0.934547341 4.750306350 0.718135553 1.191877159 1.261841544 0.161567270 1.037013746 1.019458124 0.966959286 0.876594281
1.082626308 1.755812328 1.485426884 1.773184202 1.782812469 1.400807803 0.913321624 0.819205534 0.902665461 0.642185140 3.037151442 0.168241934 1.745002393 1.167520078 0.774781455 1.458056803 0.762508606 2.594272541 1.453016775 7.222973726 1.686094387 0.941809399 0.276834836 1.554017952 1.054729970 0.107645085 0.986657776 1.533041844 0.960210426 1.003845854 0.980192267 0.190343583
1.135863610 1.600289820 1.332913181 1.738704179 1.715738131 1.342277797 2.126967341 1.103989845 0.895484897 0.785561295 2.457315417 1.977436000 0.701614477 0.554290530 1.785621769 2.462387298 1.074072833 1.294367186 0.878718730 1.975282479 1.165815562 1.873594049 1.648010009 1.549506365 1.106579312 1.242492828 0.873834680 1.390983282 0.951158664 1.071488812 1.061560920 0.131518085
1.815972572 1.192622413 1.181231816 1.164674540 1.524471320 0.641508003 0.903293593 0.918054011 1.210838487 0.623816512 3.215355201 1.775845772 0.863847773 0.160823616 1.740063513 1.034019936 0.567308251 1.229200233 0.864403486 8.699931645 1.246977000 1.524902860 1.369782598 0.071778386 0.993867787 1.630312357 1.420750933 1.498468058 0.931945085 1.061803468 0.816745904 0.258608195
1.755876903 1.228033529 1.217448984 1.134847245 1.890826047 1.831669629 2.220637795 0.798647322 1.786742700 1.520306773 2.254069683 1.143218101 0.767124954 0.703249607 1.622564405 2.009564597 0.530380699 2.807138587 0.760015987 1.919651783 1.583957552 1.490014438 1.827702888 2.319748868 1.011885826 1.531522081 0.707116293 1.134969520 0.919300660 1.091761045 0.902425684 0.242298396
1.250843391 1.414391206 0.950489934 1.415392197 1.467946873 1.316111281 2.669247905 1.027053604 0.857507515 1.905929698 1.079700688 2.106577655 0.801802510 1.949512141 1.132319486 1.063197011 0.926220353 0.928573790 1.915733159 6.247362301 1.592262629 1.111414492 1.370302125 0.731954707 0.736566149 1.298276895 1.965008104 0.655961032 0.999715685 0.938948215 0.935225757 0.420453686
1.094720701 1.148114252 1.627351303 1.469898518 1.454917146 0.782749514 3.011629865 1.049410331 1.024513587 1.983366050 2.446319976 1.956345907 1.016357001 0.463594184 1.035549716 1.408331539 1.206613567 2.355055648 0.818158637 2.048802233 1.093692749 0.632070381 1.678033252 2.540941784 0.851636009 0.063017708 1.134623199 0.151985172 0.918925491 1.000141660 0.709868204 0.673102267
1.101265384 1.863797801 1.124237990 0.931319655 1.875235830 1.245818933 2.807932708 0.821519098 0.875937967 1.571524048 2.733829481 2.206458794 1.563472885 0.272882197 1.177203336 1.936159376 1.301581035 1.511086442 1.735228425 2.444599042 1.738751758 1.605922337 1.055867906 1.149272579 1.137309522 2.379352054 1.378114170 0.748773359 0.959507459 0.969434836 1.040648347 0.688539119
0.770383350 1.348123980 1.170137237 1.316419269 1.850978598 0.718241110 0.175187482 0.962858889 1.524189135 0.878081328 0.573995270 1.260993139 1.347363268 0.576116728 1.932475884 0.626436701 0.792829136 1.686948756 1.184862856 5.197647718 1.092240169 0.544722460 1.940125757 1.247597394 0.972956785 0.800847332 0.858723495 0.865942157 0.971703884 0.917035919 0.988046864 0.231497238
0.991031906 1.722854197 1.195909818 0.858927035 0.792773369 0.889446382 2.779248523 0.944319011 1.603277672 0.508317725 1.348557449 0.842206941 1.991787125 1.379026553 1.907877046 0.896862810 1.058236074 1.374163276 0.871594801 5.080293057 1.215604480 1.870377230 1.922996550 3.151733586 1.072336269 0.076669177 1.489395793 1.804239836 1.059215898 0.991302446 0.861577828 0.614140466
0.870711726 1.259397947 1.424026926 0.946742664 0.867497351 1.195203155 0.436620012 1.015809715 1.233190181 1.330817610 2.119073059 0.410274677 0.851352685 1.623231907 1.643763407 0.880657276 0.657764471 2.385200079 1.031932703 1.126181505 1.296457946 0.965351653 1.631194706 4.689623641 1.961359140 1.291221926 1.684376575 0.592652596 1.023727958 0.939041919 0.754825308 0.297447482
1.688200343 1.617896206 1.782877536 1.952190832 1.130656294 0.930956239 0.381926909 0.837449094 1.647972190 1.094408760 2.539857107 2.011646726 0.674828959 0.256670808 1.121078130 0.780600352 0.584345546 1.657117127 0.730801858 4.655813092 1.903333821 0.822139922 0.405384558 3.490002949 0.965166529 1.923250704 1.523899193 0.244102314 1.042934598 0.923368729 1.060702270 0.353311525
0.567927339 1.703714453 0.864232455 1.154998316 0.847792554 1.870059074 2.598046372 0.984127854 1.585981803 1.228526983 1.415118648 2.030965830 1.544528181 1.826984218 0.554044414 0.842074829 1.115501984 1.863725031 1.670408714 0.064867307 1.291426597 0.917912171 0.988909548 3.988774704 1.364062913 1.054952354 1.907461366 0.276958438 0.980465261 1.040478329 0.930963806 0.153769904
0.859549456 0.799024938 0.784220657 1.436482368 1.203454950 1.218562457 0.557097361 0.777547156 1.972799304 0.517830126 0.796501182 1.547152445 1.643849321 1.107127215 1.530565926 1.743218811 0.524199727 0.736845803 1.626336836 4.228813775 1.079991557 0.811025062 1.227545848 1.992172389 1.232144230 0.864087959 1.367073468 0.901832941 1.084857416 1.046902052 0.869228826 0.601861520
1.562107011 0.610716214 1.939472339 1.573325029 1.077703054 1.137935486 2.625670524 0.971483630 1.795408574 1.863598153 0.887636683 1.323966925 1.017632499 1.968937952 1.830728156 2.356603064 1.053605011 0.695314010 0.971014958 4.739199906 1.508521835 1.187674023 0.591688185 3.358305484 1.785458012 0.347410619 0.974790557 1.258389463 0.913274316 0.934535320 0.919869010 0.466966945
1.412271409 0.922527121 1.143725422 1.886072257 0.867860573 0.909973615 1.061626317 0.906186033 1.284277794 1.063680767 1.492231881 1.630943018 0.968931224 0.733116082 0.824921923 1.659792906 1.270688918 0.849037754 1.827500783 7.677540052 1.627300842 0.806990464 0.736733913 2.727232249 1.488026251 1.565719954 1.970387438 1.674608335 0.978485916 0.924070590 0.857453312 0.137496460
1.336261133 0.968107622 1.279518406 1.384576832 0.563210832 1.423279613 2.457588376 0.826476184 1.199232502 1.513395955 3.242398333 1.126618818 1.794134319 1.923507218 1.304465309 1.203410982 1.333700391 1.704880503 1.236953941 2.160304363 1.996073563 1.222677999 1.382357120 3.240525897 0.814774809 0.282665481 1.808048004 0.554886770 1.061641872 0.988063828 0.713156592 0.451766403
0.654994091 0.707199332 1.931809688 0.608536738 1.385148244 1.582749878 0.052727352 0.864691166 1.374829494 0.653929735 0.369541214 1.191851960 0.503729599 0.959290372 1.878346268 2.217043237 0.869975824 1.794240908 0.524054234 4.320185827 1.805936529 1.808871108 0.784145191 1.866583464 1.426330619 2.359045157 1.772256967 0.333882692 0.928698248 0.941074589 0.729388176 0.378908378
1.240247882 1.359404196 0.694217992 0.721819737 1.343895023 0.974863683 0.538658300 0.752170078 1.095099905 1.939582056 1.562206278 0.712295303 1.147835884 0.517380047 0.701990728 1.417032346 1.105717519 1.466634089 1.134916976 4.363315841 1.641925885 1.171019707 0.666410465 2.294827267 1.177733867 0.145539299 1.181473293 0.733321886 1.039971004 1.075784813 0.984054831 0.144182364
1.112348296 1.580362770 0.937239860 1.425315316 0.772468850 1.329982227 1.561323056 0.888949068 1.447991142 1.506482354 3.290672276 1.602144854 1.473487440 0.943529541 0.924755314 1.215822065 1.417772214 2.033184269 1.598407696 1.526354699 1.961898940 1.558188061 1.952870218 3.414979589 1.916629034 2.235922706 0.804012984 1.922989425 0.976548263 0.949577034 0.847416201 0.313877105
1.324740316 0.893505077 1.030294340 0.731441998 0.985258032 0.679704814 0.841751482 0.835395699 1.709398358 1.949165114 3.254052884 1.345319666 1.081560360 1.251337597 1.856321950 0.858188323 0.902523584 1.439926520 1.060278795 1.360487234 1.000465078 0.725148511 0.451160629 1.302931055 0.557740169 0.878373246 1.800780525 1.879747619 0.991391533 0.914862151 0.943818145 0.178496810
1.017458431 1.492265542 0.658271529 1.806384346 0.997494346 0.767168921 1.404480657 0.795773979 1.551603385 0.864497622 2.657608209 0.780653722 1.863243666 0.402069713 1.566468798 1.647517179 1.177816181 2.284397564 0.546845671 3.159237883 1.943499538 1.418237898 0.922052970 1.095194001 1.972730600 2.144734217 1.434268768 0.184971057 1.070010259 1.038586714 0.947779017 0.121901241
1.635942629 1.970915590 0.990334609 1.295317014 0.604988258 1.546400824 0.392974299 0.748603822 1.031865358 0.913284055 0.832960824 0.388970244 1.954292771 1.542899172 0.895945535 1.974031972 0.908236971 0.797112747 1.850193010 3.671136914 1.606313173 1.102068959 0.647838330 2.882014571 1.164896993 2.185381407 1.451388567 0.566242748 0.962803034 0.989654426 0.822006138 0.503215507
1.777628282 0.910544011 1.506319099 1.094216508 0.530976142 1.877060673 0.855070816 0.801697631 1.461393542 1.545169407 1.902861850 0.800159804 1.213946508 1.454992559 1.234431039 2.050044822 1.237421178 0.973720260 1.129087544 1.737101337 0.513032657 0.702226934 0.365934503 0.524887066 1.661950640 1.509189111 1.833926702 0.263559179 1.054864955 1.045906621 0.871200189 0.828529749
1.788673887 1.297502534 1.790469121 1.817943173 1.842620009 0.805086490 1.460666128 0.902660489 0.707208093 1.703003170 3.104943259 1.448466634 1.555799549 1.111003794 1.910819774 1.447140791 0.919551334 1.333081942 1.011028735 5.802954858 1.600920067 1.145938632 0.791076057 4.249130393 0.564845599 0.476140595 1.507319325 1.265266273 1.040680288 1.012911324 1.107045040 0.482400906
0.843620713 1.892286764 1.404362370 1.033210079 0.752505718 1.862574665 2.235705042 0.893370351 1.003242974 1.576830077 0.641770921 0.538532143 1.169285280 1.035105198 0.585203835 0.990582388 0.971186195 2.978991684 0.950948174 1.292492025 1.428031942 1.643062358 1.964878209 0.198059601 1.039729805 1.041219648 1.230999691 0.896440504 0.946082490 1.062925693 0.831500331 0.513446840
1.040301994 1.131163584 0.713932819 1.099681350 1.421084713 0.760307582 0.212372693 1.098724659 1.185349064 1.061304333 2.846581813 0.758526297 0.885905403 1.124382131 1.104305475 1.542133301 0.873016679 1.424763085 0.796819186 3.311663206 0.853395358 1.082591275 1.711951354 0.324160338 1.098185104 1.128553748 1.914399559 1.222918413 1.083472134 1.067303017 0.973836674 0.532591556
1.557470608 1.765261824 0.683304205 0.786231947 1.649898412 1.187007102 2.931853903 1.007271819 1.484765302 1.297468708 2.929719446 2.486427124 1.378665087 1.291341630 1.667605603 2.154966641 0.615974943 1.924118106 1.344410948 4.570859901 1.136185744 1.852316578 0.968042095 0.833512855 1.548048740 0.485466064 1.041107649 0.468074108 1.079388702 0.962324221 1.130643594 0.129200890
0.961085135 1.078047538 1.369872440 1.895414870 1.401676612 0.954833514 0.227500123 0.833837080 1.365764391 1.081925648 2.333191342 1.850300720 1.427609267 0.668994946 0.542572071 2.347866669 0.670604034 2.434626234 1.045900929 7.139567895 0.928270484 1.731278069 0.390975032 2.467921417 1.505457565 2.663664374 1.890753909 0.116351889 1.020217243 0.904519273 0.997421672 0.914738251
1.073435255 1.265244826 1.981772233 1.173370326 0.945814617 1.090799029 2.845665319 1.010918619 1.315227978 1.036195929 2.582477844 1.945667735 0.881850113 0.635188033 1.152608600 2.198577833 1.294636479 2.568532490 0.738215973 0.679245028 1.435427755 1.743233844 0.346019189 4.789103193 1.237314471 2.003979552 1.980027997 1.715381298 1.021116093 1.073154097 0.909528070 0.226535613
